,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
35042,0,6,328906,11,9,4,3,1,4,1,2,0,1,39,0
35043,1,4,247196,15,10,4,6,3,4,1,0,0,1,39,0
35044,3,4,178839,11,9,2,4,0,4,1,0,2,2,9,1
35045,4,4,178764,11,9,2,10,0,4,1,0,0,1,39,0
35046,2,4,218490,11,9,4,3,3,4,1,0,0,2,39,0
35047,0,4,44047,11,9,4,7,1,4,1,0,0,2,39,0
35048,2,2,125268,9,13,4,10,4,2,0,0,0,2,39,0
35049,2,2,76845,12,14,4,10,1,2,1,0,0,2,0,0
35050,2,2,484475,9,13,4,8,1,2,1,0,0,3,39,0
35051,0,4,114357,15,10,4,8,1,4,1,0,0,1,39,0
35052,1,4,219619,12,14,2,10,0,4,1,4,0,2,39,1
35053,0,0,33016,15,10,4,0,3,4,1,0,0,2,39,0
35054,3,2,319205,15,10,0,1,4,4,0,0,0,2,39,0
35055,3,0,389182,11,9,0,0,1,4,0,0,0,3,11,0
35056,1,4,262118,8,11,4,4,4,0,0,0,0,2,39,0
35057,3,4,141340,9,13,2,12,0,4,1,0,0,3,39,0
35058,1,4,189703,6,5,2,8,0,4,1,0,0,1,39,0
35059,2,0,307589,9,13,2,0,5,1,0,0,0,0,30,0
35060,1,4,116531,12,14,4,10,1,4,0,0,0,2,39,0
35061,1,4,142621,9,13,4,10,1,4,0,0,0,2,39,0
35062,2,5,327573,12,14,0,10,1,4,1,0,0,2,39,0
35063,0,4,24896,15,10,4,8,3,4,0,0,0,1,39,0
35064,2,4,69251,11,9,2,8,2,1,1,0,0,2,30,0
35065,2,4,91716,1,7,0,7,1,4,1,0,0,2,39,0
35066,2,4,93717,8,11,0,4,1,4,0,0,0,2,39,0
35067,2,6,111499,14,15,4,10,1,4,0,0,0,1,39,0
35068,2,0,193537,7,12,0,0,4,4,0,0,0,0,6,0
35069,0,4,307267,9,13,4,1,1,4,0,0,0,2,39,0
35070,3,4,249196,7,12,2,4,0,4,1,0,0,3,39,1
35071,4,0,201700,5,4,2,0,0,4,1,0,0,2,39,0
35072,3,4,188644,15,10,2,14,0,4,1,0,0,1,26,0
35073,1,4,255004,11,9,2,3,0,4,1,0,0,3,39,0
35074,1,4,100145,15,10,2,1,5,4,0,0,0,0,39,0
35075,0,4,183274,1,7,4,8,3,4,0,1,0,1,39,0
35076,2,6,44671,15,10,2,6,0,4,1,0,0,2,39,0
35077,0,4,354351,9,13,4,10,1,4,1,0,0,2,39,0
35078,2,4,346189,15,10,2,10,0,4,1,0,0,2,39,1
35079,3,4,304864,15,10,0,13,4,2,0,0,0,1,39,0
35080,4,5,505365,9,13,5,12,4,4,1,0,0,4,2,0
35081,0,7,268520,11,9,4,1,3,4,0,0,0,2,39,0
35082,1,7,210295,9,13,2,11,0,4,1,0,0,2,39,0
35083,0,4,103339,0,6,4,12,3,4,0,0,2,0,39,0
35084,1,4,145437,15,10,0,3,4,4,1,0,0,2,39,0
35085,3,4,56071,9,13,2,3,0,4,1,0,0,2,39,1
35086,1,4,233729,7,12,2,10,0,2,1,0,0,3,39,1
35087,2,4,265932,11,9,0,1,4,4,0,0,0,2,39,0
35088,4,4,154347,11,9,4,14,1,4,1,0,0,0,39,0
35089,2,4,277507,11,9,3,6,1,4,1,0,2,2,39,0
35090,3,1,172898,14,15,2,10,0,4,1,0,0,3,39,1
35091,3,4,182655,8,11,2,13,0,4,1,0,0,3,39,1
35092,0,0,175431,15,10,4,0,3,4,1,0,0,2,39,0
35093,1,4,181460,11,9,0,8,4,4,0,0,0,2,39,0
35094,2,4,149771,11,9,0,3,1,4,1,1,0,2,39,0
35095,2,4,45363,15,10,2,13,0,4,1,0,0,2,39,1
35096,3,4,180010,15,10,5,3,4,4,0,0,0,2,39,0
35097,2,0,103886,11,9,2,0,0,4,1,0,0,0,39,0
35098,0,4,233198,11,9,4,3,3,4,1,0,0,2,39,0
35099,3,1,124974,15,10,0,1,1,4,0,0,0,1,39,0
35100,4,0,29059,11,9,6,0,1,4,0,0,0,0,39,0
35101,1,4,136331,11,9,2,14,0,4,1,0,0,3,39,0
35102,2,4,106900,15,10,2,10,0,4,1,0,0,2,39,0
35103,0,6,314464,11,9,4,3,3,4,1,0,0,2,39,0
35104,3,7,152810,8,11,2,13,0,4,1,0,0,2,39,1
35105,3,7,76728,15,10,0,1,1,4,0,0,0,2,39,0
35106,2,4,55854,9,13,2,4,0,4,1,0,0,2,39,0
35107,0,4,36801,0,6,4,8,3,4,0,0,0,0,39,0
35108,3,0,243631,11,9,2,0,0,1,1,1,0,0,35,0
35109,3,2,155654,12,14,4,10,1,4,0,0,0,2,39,0
35110,3,4,173987,11,9,2,12,0,4,1,0,0,3,39,1
35111,0,4,115725,1,7,4,8,3,4,0,0,0,0,39,0
35112,0,4,154556,15,10,4,8,3,4,1,0,0,0,0,0
35113,1,6,234976,9,13,2,12,5,4,0,0,0,2,39,1
35114,1,4,122913,5,4,2,14,0,4,1,0,0,2,39,0
35115,2,2,187411,12,14,4,10,1,4,1,0,0,3,39,1
35116,1,4,193285,11,9,4,14,1,4,1,0,0,2,39,0
35117,1,0,96219,11,9,5,0,4,4,0,0,0,3,39,0
35118,0,4,117767,15,10,4,14,3,4,1,0,0,2,39,0
35119,2,5,81534,11,9,4,12,4,1,1,0,0,2,39,0
35120,0,4,202125,11,9,2,12,0,4,1,0,0,3,39,0
35121,2,2,225660,9,13,4,11,1,4,0,0,0,2,39,0
35122,0,7,203279,9,13,4,10,1,1,1,0,0,0,19,0
35123,2,6,151960,15,10,0,3,4,4,0,0,0,2,39,0
35124,3,4,368561,9,13,2,12,0,4,1,0,3,2,39,1
35125,1,4,202046,11,9,4,1,1,4,1,0,0,0,39,0
35126,4,4,197286,9,13,2,7,0,4,1,0,0,2,39,1
35127,3,6,285570,5,4,2,5,0,4,1,0,0,3,39,0
35128,0,4,380899,15,10,4,3,3,4,1,0,0,2,39,0
35129,0,4,325217,11,9,4,8,3,4,1,0,0,1,39,0
35130,1,4,111058,9,13,4,12,3,4,1,0,0,3,39,0
35131,1,7,162312,15,10,4,8,1,1,1,0,0,3,35,0
35132,2,5,136986,12,14,2,4,0,4,1,0,0,2,39,0
35133,1,1,97654,10,16,2,10,0,4,1,0,0,2,39,0
35134,4,4,229116,15,10,4,8,1,4,1,0,0,1,39,0
35135,2,4,159549,9,13,2,4,0,4,1,0,3,2,39,1
35136,1,4,195760,11,9,2,8,5,4,0,0,0,1,39,0
35137,2,5,277788,1,7,2,12,0,4,1,0,0,3,32,1
35138,2,7,120201,15,10,0,1,3,3,0,0,0,2,39,0
35139,0,4,236601,15,10,0,7,1,4,1,0,4,2,39,0
35140,4,0,94809,11,9,6,0,1,4,0,0,0,2,39,0
35141,2,4,219757,11,9,2,14,0,4,1,0,0,2,39,0
35142,1,2,160728,12,14,2,10,0,4,1,0,0,2,39,1
35143,2,4,308945,9,13,4,1,3,4,0,0,0,3,39,0
35144,3,6,185859,11,9,2,5,0,4,1,1,0,3,39,1
35145,3,0,163748,12,14,0,0,4,4,0,0,0,1,0,0
35146,3,7,48358,11,9,2,3,0,4,1,1,0,3,39,1
35147,2,1,77792,11,9,2,7,0,4,1,0,0,3,39,0
35148,2,4,114753,15,10,6,13,4,4,0,0,0,2,39,0
35149,0,4,234259,11,9,4,1,2,4,0,0,0,2,39,0
35150,2,4,152617,11,9,0,4,4,4,0,0,0,2,39,0
35151,3,4,204567,8,11,0,1,4,4,0,0,0,2,39,0
35152,4,6,145209,11,9,2,12,0,4,1,0,0,3,39,0
35153,2,4,240698,9,13,2,4,0,4,1,0,0,3,39,1
35154,4,0,195181,11,9,2,0,0,4,1,0,0,1,39,0
35155,1,4,299536,15,10,2,1,5,4,0,0,0,3,39,0
35156,2,4,238802,11,9,2,7,0,4,1,0,0,3,39,1
35157,2,4,150519,11,9,2,7,0,4,1,0,0,2,39,0
35158,1,7,237903,15,10,0,10,1,4,0,0,0,2,39,0
35159,3,6,257940,5,4,2,7,0,4,1,0,0,2,39,0
35160,2,4,383670,11,9,2,3,0,4,1,0,3,2,39,1
35161,2,4,179666,7,12,4,13,1,4,1,0,0,2,39,0
35162,1,4,259727,15,10,2,3,0,4,1,0,0,3,39,0
35163,3,1,277772,15,10,0,1,4,2,0,0,0,2,39,0
35164,3,6,67198,7,12,6,10,4,4,0,0,0,3,39,0
35165,2,4,22419,6,5,2,4,0,0,1,0,0,4,39,0
35166,2,4,99373,11,9,4,7,1,4,0,0,0,2,39,0
35167,3,1,147629,12,14,2,10,0,4,1,2,0,1,39,1
35168,1,6,145714,0,6,2,3,0,4,1,0,0,3,39,0
35169,1,4,49358,2,8,4,12,3,2,0,0,0,2,39,0
35170,0,4,214956,15,10,4,13,3,4,1,0,0,1,39,0
35171,1,4,66172,15,10,5,1,1,4,0,0,0,2,39,0
35172,2,2,136749,11,9,4,1,3,4,0,0,0,1,39,0
35173,1,0,258231,11,9,4,0,1,4,1,0,0,1,0,0
35174,0,4,43937,15,10,4,8,3,4,0,0,0,0,39,0
35175,1,6,114639,1,7,4,5,4,4,1,0,0,2,39,0
35176,4,6,104090,9,13,2,4,0,4,1,0,0,2,34,0
35177,0,4,137510,11,9,2,3,0,4,1,0,0,0,11,0
35178,0,4,123586,15,10,4,1,3,3,1,0,0,1,39,0
35179,2,4,293628,15,10,2,10,0,4,1,0,0,3,30,1
35180,2,1,239409,11,9,0,4,1,4,1,0,0,2,39,1
35181,2,5,593246,9,13,4,8,1,4,0,0,0,3,39,1
35182,2,4,30269,15,10,2,8,5,4,0,2,0,1,39,1
35183,1,4,48456,15,10,4,12,1,4,0,0,0,2,39,0
35184,4,4,153894,8,11,0,4,1,4,0,0,0,1,33,0
35185,0,4,182117,9,13,4,1,3,4,1,0,0,1,39,0
35186,1,4,231148,9,13,2,10,0,4,1,0,0,3,39,1
35187,3,4,184176,15,10,2,4,0,4,1,0,0,3,39,1
35188,2,6,29702,11,9,4,5,3,4,1,0,0,4,39,0
35189,2,4,276759,12,14,2,10,5,4,0,0,0,3,39,1
35190,2,4,179731,11,9,4,9,2,4,0,0,0,0,0,0
35191,4,4,234570,15,10,2,1,0,4,1,0,0,2,39,0
35192,1,4,143485,11,9,2,6,0,2,1,0,0,2,39,0
35193,0,4,143062,11,9,4,7,3,4,1,0,0,2,39,0
35194,3,4,146516,15,10,2,6,5,4,0,0,0,3,39,0
35195,0,0,180395,15,10,4,0,3,1,0,0,0,2,39,0
35196,1,4,108256,2,8,2,14,0,4,1,0,0,3,39,1
35197,0,4,211392,11,9,4,8,1,4,1,0,0,3,39,0
35198,1,1,271243,2,8,4,1,1,2,1,0,0,2,14,0
35199,0,2,197822,9,13,4,10,3,4,0,0,0,2,39,0
35200,2,6,167678,9,13,2,3,0,4,1,0,0,2,6,1
35201,1,4,30101,15,10,2,3,0,4,1,0,0,2,39,1
35202,3,2,232220,12,14,0,4,1,4,1,0,0,3,39,1
35203,1,0,212588,9,13,4,0,1,4,1,0,0,3,39,0
35204,1,4,306156,11,9,2,7,0,4,1,0,0,2,39,0
35205,1,6,70985,11,9,2,5,0,4,1,0,0,4,39,0
35206,4,4,185459,1,7,2,7,0,4,1,0,0,2,39,0
35207,0,4,91141,0,6,4,12,3,4,1,0,0,0,39,0
35208,2,4,347653,9,13,0,8,4,4,1,0,0,3,39,0
35209,1,4,189759,11,9,2,14,0,4,1,0,0,3,39,0
35210,3,4,272792,9,13,0,3,1,2,0,0,0,2,39,0
35211,1,0,95708,1,7,0,0,1,1,1,0,0,2,39,0
35212,4,0,111712,15,10,2,0,0,4,1,0,0,0,39,0
35213,1,4,132767,9,13,2,12,0,4,1,0,0,3,39,1
35214,4,6,162245,9,13,2,10,0,4,1,0,0,1,39,0
35215,4,6,152148,5,4,2,14,0,4,1,0,0,0,39,0
35216,3,0,186565,12,14,0,0,1,4,1,0,0,0,39,0
35217,0,4,193385,11,9,4,6,1,0,0,0,0,2,39,0
35218,1,4,185778,11,9,4,5,1,4,1,0,0,3,39,0
35219,1,4,162370,12,14,5,10,1,4,0,0,0,1,20,0
35220,2,4,340763,11,9,4,1,1,2,1,0,4,3,39,0
35221,4,4,148949,0,6,2,8,0,2,1,2,0,1,39,0
35222,4,6,147393,5,4,2,5,0,4,1,0,0,2,39,1
35223,1,2,187203,9,13,2,12,0,4,1,0,0,3,39,0
35224,2,2,147206,8,11,2,3,0,4,1,0,0,1,39,0
35225,4,4,228182,9,13,2,10,0,4,1,0,0,2,39,1
35226,1,4,177426,9,13,2,6,0,4,1,0,0,2,26,0
35227,1,0,161288,6,5,2,0,0,4,1,0,0,2,39,0
35228,1,4,133530,12,14,2,10,5,1,0,0,0,0,39,0
35229,2,4,117849,1,7,2,14,2,4,1,0,0,2,39,0
35230,4,4,132670,12,14,2,12,0,4,1,3,0,0,39,1
35231,2,5,98360,10,16,2,10,0,4,1,0,0,3,39,1
35232,2,4,226500,11,9,2,12,0,4,1,0,0,3,39,0
35233,1,4,35644,8,11,4,3,2,4,1,0,0,2,39,0
35234,1,4,49325,12,14,2,4,0,4,1,0,0,2,39,1
35235,0,4,142738,15,10,4,10,3,4,0,4,0,0,39,1
35236,3,6,207841,11,9,0,10,1,4,1,0,0,0,39,0
35237,1,4,269355,15,10,2,14,0,4,1,2,0,3,39,1
35238,1,5,190290,11,9,2,3,0,4,1,0,0,2,39,1
35239,0,4,209034,11,9,4,12,1,4,0,0,0,3,39,0
35240,1,4,174571,11,9,2,6,0,2,1,0,0,2,39,0
35241,1,4,198583,11,9,2,7,5,4,0,0,0,1,39,0
35242,1,4,128055,11,9,2,3,0,4,1,0,0,3,39,0
35243,2,4,319271,15,10,2,12,0,4,1,0,0,3,39,0
35244,2,4,91857,11,9,0,8,2,4,1,0,0,2,39,0
35245,0,4,376416,15,10,4,14,3,4,1,0,0,2,39,0
35246,1,2,323829,11,9,0,11,2,4,1,0,0,2,39,0
35247,0,4,209646,9,13,4,10,3,4,0,0,0,0,39,0
35248,1,7,90872,15,10,0,1,1,2,0,0,0,2,39,0
35249,3,4,287454,9,13,0,10,4,4,0,0,0,2,39,1
35250,0,4,208946,9,13,4,12,3,4,1,0,0,2,39,0
35251,2,2,130805,7,12,2,11,0,4,1,0,0,4,39,1
35252,0,4,247090,6,5,2,3,0,3,1,0,0,3,39,0
35253,0,4,249150,11,9,4,12,3,4,0,0,0,1,39,0
35254,4,4,187138,11,9,0,1,1,4,0,0,0,2,39,0
35255,1,4,166497,14,15,2,10,0,4,1,0,3,3,39,1
35256,3,4,155433,9,13,0,4,1,4,0,0,0,3,39,0
35257,2,7,164593,9,13,4,4,1,4,1,0,0,2,0,0
35258,2,4,211168,15,10,2,13,5,4,0,0,0,1,39,0
35259,0,6,162688,11,9,2,3,0,4,1,0,0,2,39,0
35260,4,2,185072,9,13,5,10,4,2,0,0,0,2,23,1
35261,3,4,154153,0,6,2,7,0,4,1,0,0,3,39,0
35262,4,6,166258,15,10,2,1,0,4,1,0,0,3,39,0
35263,1,6,190650,12,14,2,12,0,1,1,0,0,2,0,0
35264,4,7,165792,12,14,2,10,5,4,0,0,0,0,39,0
35265,4,4,313170,11,9,6,3,1,4,1,0,0,2,39,0
35266,2,4,188279,11,9,2,8,0,1,1,0,0,2,37,0
35267,1,6,209301,11,9,2,3,0,4,1,0,0,3,39,0
35268,2,4,194820,11,9,5,3,4,4,0,0,0,2,39,0
35269,2,4,171393,9,13,2,4,0,4,1,0,2,2,39,1
35270,1,4,268282,5,4,2,5,2,4,1,0,0,1,26,0
35271,0,4,219519,15,10,4,12,1,2,0,0,0,1,39,0
35272,2,7,369131,11,9,2,11,0,4,1,0,0,2,39,1
35273,0,4,195571,15,10,4,1,3,4,0,0,0,1,39,0
35274,4,4,114686,8,11,0,13,1,4,0,1,0,2,39,0
35275,0,4,356861,0,6,2,7,0,4,1,0,0,3,39,0
35276,1,4,156848,9,13,4,12,3,4,1,0,0,2,39,0
35277,4,4,147766,11,9,2,3,0,4,1,0,0,2,39,1
35278,4,2,134768,15,10,2,11,0,4,1,0,0,2,39,0
35279,3,6,156882,15,10,2,12,0,0,1,0,0,2,39,0
35280,0,4,131404,11,9,4,7,3,4,1,0,0,1,39,0
35281,1,5,233727,9,13,2,12,0,4,1,3,0,3,39,1
35282,0,0,216867,15,10,4,0,2,4,1,0,0,2,26,0
35283,3,4,168556,11,9,2,14,0,4,1,0,0,3,39,0
35284,4,4,60459,15,10,0,1,1,4,0,0,0,2,39,0
35285,2,4,212894,12,14,2,10,0,4,1,0,0,1,39,1
35286,0,4,41865,11,9,4,1,3,4,0,0,0,0,39,0
35287,1,4,175413,11,9,4,6,3,2,0,0,0,1,39,0
35288,1,4,149902,15,10,0,4,4,2,0,0,0,2,39,0
35289,3,4,180497,7,12,0,8,1,4,0,0,0,3,39,0
35290,2,6,107302,9,13,2,3,2,4,1,0,0,1,39,1
35291,1,4,93283,9,13,4,10,4,4,1,0,0,2,39,0
35292,1,6,264351,11,9,2,5,0,4,1,0,0,2,26,0
35293,4,7,136819,12,14,2,10,0,4,1,0,0,0,39,1
35294,1,6,295010,15,10,5,8,4,4,0,0,0,2,39,0
35295,4,4,291904,11,9,0,9,1,2,0,0,0,0,39,0
35296,0,5,225442,11,9,4,5,3,4,1,0,0,2,39,0
35297,4,7,170108,9,13,2,4,0,4,1,0,3,2,39,1
35298,0,4,193859,15,10,4,1,1,4,1,1,0,1,11,0
35299,2,2,326701,7,12,2,3,0,3,1,0,0,2,39,1
35300,2,7,196373,9,13,4,12,1,4,1,0,0,0,39,0
35301,0,4,258730,11,9,4,9,3,4,0,0,0,2,39,0
35302,0,4,190293,9,13,4,4,1,4,0,0,0,2,39,0
35303,2,2,170263,12,14,0,10,4,4,0,0,0,1,39,1
35304,0,4,300275,11,9,4,6,1,4,1,0,0,2,39,0
35305,1,7,255254,9,13,2,10,5,2,0,0,0,2,39,0
35306,3,4,166461,1,7,0,7,4,2,0,2,0,2,39,0
35307,1,4,96219,11,9,0,8,3,4,0,1,0,1,39,0
35308,2,5,186845,9,13,2,3,0,4,1,0,0,2,39,0
35309,0,4,99697,11,9,4,6,3,4,0,0,0,2,39,0
35310,2,4,143069,11,9,2,3,0,4,1,0,0,3,39,1
35311,3,4,117674,15,10,2,3,0,4,1,2,0,2,39,1
35312,1,4,261504,11,9,3,14,2,4,0,0,0,2,6,0
35313,2,4,29660,7,12,0,1,1,4,0,0,0,2,39,0
35314,2,4,202560,7,12,5,1,4,4,0,0,0,2,39,1
35315,1,4,178713,1,7,4,12,1,4,1,0,0,1,39,0
35316,1,4,100734,11,9,0,13,4,4,0,0,0,2,39,0
35317,0,4,112009,11,9,0,8,4,4,0,0,0,1,39,0
35318,4,4,144056,15,10,2,10,0,4,1,0,0,2,39,1
35319,3,4,70209,11,9,0,1,4,4,0,0,0,2,39,0
35320,0,4,143816,15,10,4,7,2,2,1,0,0,1,39,0
35321,0,0,164732,15,10,4,0,1,4,1,0,0,0,39,0
35322,1,7,714597,15,10,4,11,1,2,1,0,0,2,39,0
35323,4,4,187703,8,11,6,10,4,4,0,4,0,2,39,1
35324,3,4,418901,11,9,2,3,0,3,1,0,0,2,26,0
35325,0,4,169188,11,9,4,1,3,4,0,0,0,2,39,0
35326,3,4,70554,15,10,4,3,1,4,1,0,0,2,39,1
35327,1,4,31801,9,13,2,3,0,4,1,0,2,3,39,1
35328,0,6,195000,15,10,0,10,1,4,0,0,0,2,39,0
35329,2,4,215392,8,11,2,10,5,4,0,2,0,2,39,1
35330,1,4,97723,11,9,4,12,3,4,1,0,0,2,39,0
35331,2,4,121012,1,7,2,3,0,4,1,0,0,3,39,0
35332,0,4,218956,2,8,4,7,2,4,1,0,0,2,39,0
35333,2,6,171003,5,4,4,8,4,4,0,0,0,1,39,0
35334,0,5,154782,11,9,4,5,3,4,1,0,0,0,39,0
35335,1,0,132372,11,9,4,0,4,4,0,0,0,2,0,0
35336,0,0,151404,1,7,4,0,3,4,0,0,0,0,39,0
35337,3,4,816750,9,13,2,10,0,4,1,0,0,4,39,1
35338,4,4,92943,11,9,6,1,4,4,0,0,0,1,39,0
35339,3,0,104489,0,6,2,0,0,4,1,0,0,2,39,0
35340,3,6,218456,12,14,0,4,1,4,0,0,0,3,18,0
35341,2,4,301614,11,9,2,14,0,4,1,0,0,2,39,0
35342,2,4,307134,9,13,2,10,0,4,1,0,0,2,39,0
35343,2,7,106347,12,14,4,4,1,4,1,0,0,4,39,0
35344,2,4,127961,9,13,2,4,0,4,1,0,0,3,39,1
35345,1,5,206297,9,13,4,4,1,4,1,0,0,3,39,0
35346,0,4,171156,15,10,4,8,3,4,0,0,0,1,39,0
35347,1,4,104729,3,2,2,6,0,4,1,0,0,1,26,0
35348,3,4,85109,15,10,4,12,1,4,1,4,0,2,39,1
35349,0,4,199143,11,9,0,3,3,4,1,0,0,2,39,0
35350,0,4,110371,11,9,0,11,1,4,1,0,0,2,39,0
35351,1,4,250782,15,10,2,3,0,4,1,0,0,2,39,0
35352,2,4,281574,15,10,4,4,1,4,0,2,0,2,39,0
35353,1,4,147889,0,6,1,8,5,4,0,0,0,2,39,0
35354,2,4,298753,15,10,0,4,1,4,0,0,0,3,39,0
35355,3,4,248841,11,9,2,14,0,4,1,0,0,2,39,1
35356,3,5,274948,15,10,2,3,0,4,1,0,0,3,39,0
35357,0,4,41763,11,9,2,12,0,4,1,0,0,2,39,0
35358,1,0,176683,15,10,4,0,3,4,1,0,2,2,39,0
35359,2,4,385251,11,9,2,4,0,4,1,0,0,2,39,1
35360,0,4,145964,15,10,4,8,3,4,1,0,0,0,39,0
35361,4,4,33460,11,9,6,1,4,4,0,0,0,2,39,0
35362,3,7,121586,9,13,2,3,0,4,1,0,0,2,39,0
35363,1,1,112008,15,10,2,13,0,4,1,0,0,2,11,0
35364,0,4,163053,1,7,4,12,1,4,0,0,0,2,39,0
35365,0,0,34446,15,10,4,0,3,4,0,0,0,1,39,0
35366,1,6,147201,9,13,5,10,3,2,1,0,0,1,39,0
35367,4,4,491214,11,9,6,12,1,4,0,0,0,1,39,0
35368,2,4,102729,11,9,2,6,0,4,1,0,0,2,39,1
35369,2,0,70282,11,9,4,0,1,2,0,0,0,2,39,0
35370,3,5,216214,15,10,2,3,0,4,1,1,0,2,39,1
35371,2,4,212206,11,9,0,1,1,4,0,0,0,2,39,0
35372,3,2,235567,11,9,0,1,1,4,0,0,0,2,39,0
35373,1,4,356410,8,11,2,12,0,4,1,4,0,2,39,1
35374,1,4,223558,11,9,4,13,4,0,0,0,0,2,39,0
35375,4,1,160473,11,9,6,1,1,4,0,0,0,2,39,0
35376,3,4,150999,15,10,2,3,0,4,1,2,0,2,39,1
35377,2,4,230961,11,9,2,1,0,4,1,0,0,2,39,0
35378,4,4,169114,15,10,6,10,1,4,1,0,1,2,39,0
35379,2,4,301070,9,13,2,4,0,4,1,0,0,4,39,1
35380,0,4,163687,15,10,2,4,0,4,1,0,0,3,39,0
35381,1,4,180419,11,9,4,7,1,4,1,0,0,2,39,0
35382,0,4,114828,2,8,4,7,3,4,1,0,0,0,39,0
35383,2,4,208606,15,10,2,7,0,4,1,0,0,2,39,1
35384,0,4,165977,15,10,4,12,3,4,0,0,0,1,39,0
35385,1,4,110408,11,9,4,3,3,4,1,0,0,2,39,0
35386,2,4,266047,9,13,2,3,0,4,1,0,0,2,39,1
35387,3,4,176124,11,9,2,13,0,4,1,0,0,2,39,1
35388,1,4,144063,0,6,4,3,4,4,1,0,0,4,39,0
35389,1,5,446724,9,13,2,4,0,4,1,0,0,1,39,0
35390,4,4,357118,9,13,6,4,1,4,0,0,0,2,39,0
35391,3,6,102388,11,9,4,14,3,4,1,0,0,3,39,0
35392,1,4,191515,12,14,4,10,1,4,1,0,0,2,39,0
35393,1,4,94413,11,9,0,3,2,4,1,1,0,2,39,0
35394,2,1,32627,15,10,2,3,0,4,1,3,0,2,39,1
35395,2,4,218249,1,7,5,1,4,2,0,0,0,2,39,0
35396,2,4,308798,11,9,0,12,4,4,0,0,0,2,39,0
35397,0,4,199005,11,9,4,8,3,4,1,0,0,1,39,0
35398,1,7,108432,12,14,4,10,1,4,1,0,0,2,39,0
35399,3,6,149218,11,9,2,3,0,4,1,0,0,1,39,0
35400,1,4,552529,11,9,2,7,5,2,0,0,0,2,39,0
35401,2,4,222596,15,10,2,3,0,4,1,0,0,2,31,1
35402,1,4,168961,11,9,2,3,0,1,1,0,0,2,39,0
35403,2,4,206951,11,9,2,3,0,4,1,0,0,2,39,0
35404,2,4,386236,4,3,2,5,0,4,1,0,0,1,26,0
35405,0,4,196388,15,10,4,7,3,4,1,0,0,1,39,0
35406,1,4,162675,8,11,4,1,3,4,0,0,0,1,5,0
35407,2,4,187847,11,9,2,4,0,4,1,0,0,2,39,0
35408,2,4,186934,11,9,2,3,0,4,1,0,0,2,39,0
35409,4,0,27663,5,4,5,0,1,4,1,0,0,3,39,0
35410,1,4,180271,11,9,2,7,0,4,1,0,0,2,39,0
35411,1,4,215503,9,13,4,10,3,4,1,0,0,2,2,0
35412,2,4,110862,9,13,2,12,0,4,1,0,0,3,39,1
35413,1,4,197905,15,10,6,3,3,4,1,0,0,3,39,0
35414,0,4,355124,11,9,4,7,1,4,0,0,3,2,26,0
35415,1,6,109621,11,9,2,3,0,4,1,0,0,2,39,0
35416,3,4,194995,8,11,4,12,1,4,1,0,0,2,39,0
35417,2,4,137136,11,9,4,4,1,2,1,0,0,3,39,0
35418,3,4,67229,1,7,0,14,1,2,0,0,0,2,39,0
35419,2,4,197033,11,9,2,1,0,4,1,0,0,2,39,0
35420,1,2,187746,9,13,4,10,3,4,0,1,0,1,39,0
35421,2,4,98211,11,9,2,3,0,4,1,0,0,2,39,1
35422,0,4,54298,11,9,2,12,0,4,1,0,0,1,39,0
35423,3,6,49275,15,10,2,5,0,4,1,0,1,3,39,0
35424,0,4,237386,8,11,4,10,1,4,1,0,0,3,39,0
35425,2,4,67243,15,10,0,13,1,4,1,0,0,2,39,0
35426,3,4,168191,11,9,5,3,1,4,1,0,0,0,22,0
35427,0,4,132327,15,10,5,1,2,3,0,0,0,2,7,0
35428,0,4,175109,1,7,4,8,3,4,1,0,0,1,39,0
35429,4,7,224638,11,9,6,1,1,4,0,0,0,2,39,0
35430,0,4,128487,9,13,4,10,1,4,0,0,0,0,39,0
35431,1,4,179747,11,9,2,3,0,4,1,0,0,2,39,1
35432,3,4,195416,9,13,4,10,1,2,0,0,0,2,39,1
35433,2,4,176949,5,4,2,3,0,4,1,0,0,3,39,0
35434,1,4,114691,9,13,4,12,1,4,1,0,0,3,39,0
35435,1,7,122540,15,10,4,3,2,4,1,0,0,2,39,0
35436,2,4,93461,11,9,2,3,5,4,0,0,0,1,39,0
35437,2,4,54098,11,9,2,4,0,4,1,0,0,2,39,1
35438,0,4,333838,11,9,4,1,1,4,1,0,0,2,39,0
35439,1,4,174789,11,9,2,12,0,4,1,0,0,2,39,1
35440,4,4,227515,0,6,6,14,4,4,0,0,0,2,12,0
35441,2,1,391585,9,13,2,11,0,4,1,3,0,3,39,1
35442,0,4,83315,0,6,2,6,0,4,1,0,0,0,39,0
35443,0,4,213310,15,10,4,8,3,4,0,0,0,1,39,0
35444,3,4,127303,15,10,2,12,0,4,1,0,0,2,39,0
35445,1,4,255476,4,3,4,8,2,4,1,0,0,1,26,0
35446,2,4,320451,9,13,2,13,0,1,1,0,0,2,0,1
35447,1,4,454717,15,10,5,8,1,4,1,0,0,2,39,0
35448,0,4,374474,11,9,4,8,3,4,0,0,0,1,39,0
35449,0,4,78401,11,9,4,8,3,4,1,0,0,2,39,0
35450,4,4,168887,11,9,2,6,0,4,1,0,0,2,39,1
